Rating (1-5) and the number of ratings for each wine product
Year: 2022
,
 ProductID,Rating,NumberOfRatings
,p003446,3.3,104
,p013190,3.9,25
,p003323,4.3,88
,p007618,3.7,82
,p004928,3.9,62
,p008956,3.6,189
,p007821,4.3,42
,p010998,4.3,491
,p013384,4.6,233
,p008428,3.5,173
,p002736,4.1, 5236
,p004807,3.2,30
,p002949,3.7,47
,p004983,4.2,81
,p004709,4.6,138
,p010560,3.7,57
,p004938,3.3,83
,p004542,3.8,32
,p011755,4.1,627
,p008134,3.9,40
,p009935,3.7,664
,p008999,4.2,511
,p005959,3.5,93
,p007125,3.7,238
,p006059,3.4,37
,p011969,4.0,63
,p010311,4.0,779
,p000369,3.8,119
,p008237,3.6,440
,p002014,3.8, 4551
,p008670,3.5,65
,p004793,3.7,140
,p009692,4.0,31
,p011336,3.7, 1040
,p000119,3.7,165
,p002712,3.8,157
,p003774,3.8, 1037
,p011007,4.0,159
,p008415,3.7,123
,p013697,3.7,42
,p011634,3.7,35
,p001089,4.1,546
,p001750,3.7,240
,p008792,3.9,89
,p010244,3.9,588
,p003354,4.5,156
,p006415,4.2,51
,p003534,3.5,44
,p001183,3.7,44
,p006705,3.8,86
,p012775,3.8,38
,p011527,3.6,88
,p005809,3.6,503
,p000626,3.8,144
,p003173,3.5,60
,p008140,3.5,128
,p008879,3.6,39
,p002571,3.8,78
,p003331,3.7,94
,p002421,3.8,47
,p012898,4.3,216
,p009293,4.2,144
,p003556,3.8,89
,p004103,3.8, 3120
,p004444,4.3,677
,p006315,3.8,95
,p001266,3.4,213
,p008753,4.0,108
,p007823,3.6,27
,p003530,3.6,45
,p004712,4.2,39
,p003113,3.7,72
,p005292,4.2,57
,p011202,4.2,32
,p007207,4.6, 2385
,p011790,3.5,55
,p003413,3.8,313
,p007442,3.6,46
,p005337,4.2,30
,p007927,3.5,124
,p000285,4.4, 1947
,p003071,3.5,78
,p009891,4.1,53
,p008487,3.6,66
,p007846,3.9, 1185
,p006823,3.6,35
,p007743,3.9,34
,p006512,4.1,422
,p012240,3.8,85
,p004282,4.1,29
,p010949,3.7,203
,p000850,4.3,32
,p008931,3.7,758
,p001135,3.5,212
,p001627,3.9,42
,p010603,3.2,200
,p006210,4.2,108
,p008721,3.5,35
,p011466,4.1,344
,p010598,3.7,808
,p004649,4.3,28
,p003814,3.9, 1860
,p003960,4.1,149
,p002861,3.8, 1458
,p000875,4.2,66
,p004582,4.5,580
,p013815,3.6,41
,p007832,3.6,232
,p008725,3.9, 1486
,p004571,3.6, 2376
,p012351,3.9,242
,p003152,3.8, 1835
,p012334,3.8,510
,p007315,4.0,56
,p012417,3.8,38
,p001715,4.2, 1203
,p008617,4.2,47
,p000426,4.1,89
,p009959,4.0,46
,p002085,4.0,48
,p008262,3.5,42
,p009699,4.0,236
,p011426,4.1,30
,p001685,3.4,96
,p012986,4.3, 2829
,p009135,3.2,103
,p004019,3.4,64
,p006795,4.1,36
,p013664,4.6,172
,p001410,3.7,84
,p010596,3.5,38
,p011523,4.5,40
,p003515,4.2,493
,p006978,4.2,39
,p001766,3.9,55
,p009364,4.4,743
,p004181,4.1,125
,p012908,3.9,222
,p007586,3.5, 1253
,p005023,4.2,11433
,p004133,3.9,70
,p000040,4.3,609
,p008138,4.6,76
,p001673,3.9,208
,p002710,3.8,31
,p006192,3.7,34
,p006743,3.7,87
,p005329,4.0,35
,p011079,3.6,29
,p009049,4.2,14475
,p009458,4.0,50
,p012233,4.1,493
,p002286,4.5,166
,p011146,3.3,50
,p006863,3.8,32
,p002889,3.5,467
,p007141,3.5,55
,p008332,3.9,50
,p000027,3.9,42
,p005049,4.0,468
,p000669,3.8,41
,p005911,3.8,40
,p008285,3.8,40
,p001384,3.6,96
,p010544,4.1,211
,p008967,3.4,191
,p006806,4.5,68
,p004588,3.5,252
,p008444,4.1,34
,p005025,3.4,37
,p001448,4.3,54
,p006193,3.7,688
,p002272,3.4,140
,p006697,3.3,46
,p001206,4.1,127
,p012203,4.1,255
,p002451,3.8,66
,p009492,3.7,43
,p003204,4.1,621
,p004078,3.6,358
,p005264,3.9,34
,p001008,3.8,330
,p003569,4.1, 1590
,p006316,3.8,93
,p002601,3.8,25
,p012548,3.6,45
,p008071,4.1,228
,p006458,4.2,38
,p011233,3.6,77
,p010067,3.7,26
,p001850,3.7, 1194
,p011283,4.4,279
,p012644,3.9,277
,p012131,4.0,143
,p010898,3.7,195
,p001289,3.2,33
,p001086,3.4,29
,p009434,3.0,46
,p001623,3.9,74
,p005107,3.7,189
,p001700,4.3,257
,p008940,4.0,29
,p012800,3.4,27
,p007466,3.8,43
,p010007,3.7,90
,p000838,4.6,919
,p008269,3.5,141
,p004746,3.4,916
,p001521,3.6,207
,p002097,3.7,307
,p007801,3.7,299
,p005281,3.4,231
,p009829,3.5, 3393
,p010830,3.9,54
,p000578,4.4,791
,p002234,3.5,495
,p002693,3.9,76
,p002304,3.8,25
,p002703,4.1,70
,p001017,3.8,83
,p006071,4.2,383
,p008801,3.8,201
,p012821,4.1,40
,p006155,4.3,211
,p001936,3.8,135
,p006670,3.7, 1825
,p010671,4.0,193
,p012364,3.8,39
,p005768,3.8, 1898
,p004262,3.9,25
,p003502,3.9,25
,p006138,3.5,64
,p006685,4.0,210
,p013251,3.8,183
,p006606,3.6,171
,p000939,4.1,75
,p007998,3.5,39
,p002570,4.1,75
,p009120,4.5,146
,p013457,4.1,31
,p003546,3.7,74
,p005223,4.2,369
,p005098,3.7,192
,p013757,3.6,287
,p008800,4.2,38
,p005173,4.0,165
,p005267,4.0,336
,p011036,4.2,205
,p010728,4.2,210
,p013648,3.8,460
,p008484,4.1,341
,p009427,4.0, 2504
,p005976,3.4,234
,p007700,3.7,122
,p009262,4.0,122
,p003466,4.0,80
,p007777,3.9,117
,p007666,3.8,630
,p012864,3.6,55
,p010320,3.8,286
,p002671,3.3, 1885
,p001393,3.5,40
,p005092,4.1,38
,p011433,3.5,113
,p000281,3.5,158
,p008260,3.5,470
,p001260,4.3,253
,p000968,3.6,284
,p007302,4.2,40
,p006063,3.5,755
,p013716,3.8,329
,p013228,3.9, 8068
,p012927,4.1,66
,p008523,3.6,58
,p012199,3.8,65
,p013576,3.7,195
,p009898,3.4,59
,p012186,3.9,210
,p013256,3.9,770
,p002111,3.4,29
,p006854,4.0,44
,p001043,3.8,31
,p002278,3.9,338
,p005964,4.2,51
,p007428,3.7,675
,p008384,3.7,100
,p010579,4.2,85
,p002212,3.6, 1040
,p003553,3.8,378
,p008249,4.1,105
,p007174,3.9,61
,p009213,3.4,119
,p002602,3.3,28
,p006839,3.8,136
,p004677,3.6, 1001
,p007251,4.3,100
,p010597,3.3,47
,p004196,3.7,36
,p012839,3.6,75
,p007204,3.8,613
,p005711,4.1,180
,p008763,4.3,74
,p003792,3.6,182
,p011998,4.2, 1208
,p012274,3.4,76
,p011776,3.7,51
,p001364,3.9,451
,p003631,3.9,93
,p013433,3.9,44
,p009226,2.7,31
,p002933,3.7,126
,p012266,3.5,696
,p009511,3.9,824
,p005803,3.4,63
,p005087,3.6,44
,p012877,3.6,70
,p005751,3.3,183
,p006479,3.5,134
,p012965,3.9,119
,p001701,3.9, 1704
,p008784,4.2,70
,p004324,3.8,226
,p005205,4.1,294
,p001900,4.3,114
,p007577,3.7, 1426
,p006794,4.1,196
,p004238,3.9,124
,p000639,3.5,181
,p006887,3.8,719
,p004735,4.7,196
,p013662,4.1, 1724
,p006029,3.8,131
,p010184,4.4,84
,p007497,4.1, 3210
,p013151,3.8,94
,p008210,4.3,31
,p001575,3.7,84
,p007980,3.6,37
,p000656,3.9,413
,p005071,3.5,89
,p012163,3.8,113
,p011805,4.2,203
,p013271,3.6, 2706
,p004043,4.2,334
,p012463,4.3,45
,p004683,3.7,481
,p008943,3.7,365
,p012968,4.3,975
,p004739,3.7,39
,p012304,3.9,34
,p012384,4.6, 1191
,p007173,3.7, 4683
,p008356,3.7,33
,p008586,3.9,286
,p012418,3.7,107
,p010079,3.6,185
,p010698,3.8,107
,p002010,3.3,60
,p004951,3.9,129
,p004018,4.3,115
,p012689,4.0,43
,p011626,4.1,35
,p002172,3.4,59
,p002821,3.8,346
,p000878,4.1,54
,p000583,3.8,838
,p005650,4.2,69
,p001150,3.7,86
,p001052,3.9,340
,p000718,3.7,884
,p003257,4.4, 1417
,p009516,3.9,41
,p007481,3.9,35
,p013124,3.3,210
,p006509,3.9,25
,p012661,3.8,162
,p004482,3.7,54
,p011361,4.0,52
,p013629,3.6, 2617
,p008060,3.8,65
,p008093,3.8,230
,p009485,3.7,139
,p006453,3.7,46
,p009952,4.4,377
,p007770,3.6,733
,p006963,3.9,135
,p001535,4.1,55
,p003500,3.7,52
,p012766,3.7, 1258
,p002955,4.0,960
,p009800,3.4,111
,p009789,3.8,73
,p000926,3.5,305
,p013311,3.7,329
,p008277,3.8,237
,p000678,4.5,43
,p000419,4.3,478
,p012152,3.7,222
,p012896,3.9,67
,p004442,4.5,128
,p001882,3.5,87
,p003719,4.2,153
,p012610,3.8, 1020
,p004046,4.0,64
,p013406,4.4,53
,p000044,3.8, 2773
,p008806,4.0,182
,p000756,3.5,194
,p004801,4.2,130
,p010695,4.0,232
,p006489,3.3,882
,p010683,3.8,50
,p004978,4.3, 1039
,p004246,3.7,247
,p001645,3.5,366
,p005339,3.7,86
,p007808,4.1,52
,p008293,4.2,74
,p001421,4.0,381
,p005368,3.9,299
,p000614,3.9,238
,p010014,3.4,51
,p002313,4.3,160
,p001774,3.7,187
,p011095,3.5,336
,p013152,4.0,26
,p002751,3.8,113
,p010772,4.0,584
,p008610,3.8,186
,p002402,4.2,322
,p001651,3.8,53
,p004052,3.7,72
,p003805,4.2,77
,p006508,3.5,219
,p013338,3.9,424
,p003234,3.9,105
,p007480,3.9,962
,p007718,3.9,307
,p010013,3.5,70
,p006122,4.1,346
,p004094,3.9,390
,p008412,4.3,127
,p006608,3.9,74
,p011772,4.2,223
,p012355,3.8,39
,p009375,3.6,80
,p002104,4.0,67
,p009430,3.7,168
,p007467,4.2,40
,p011808,3.9,45
,p013091,3.7,250
,p001581,3.8,355
,p007537,3.9,101
,p010299,3.6,41
,p004034,3.6,85
,p006390,3.9,636
,p011468,3.9, 1571
,p003367,4.0,39
,p008771,3.9,201
,p011849,4.2,509
,p005919,3.7,137
,p006657,3.4,124
,p001398,4.0,98
,p002292,3.6,436
,p004366,3.7,179
,p005048,4.0, 1285
,p011138,4.2,86
,p004992,4.1,74
,p004271,3.4,116
,p004025,3.6,477
,p013668,3.6,312
,p009718,4.4,35
,p011910,3.9,137
,p012053,4.3,113
,p003698,3.9,218
,p004844,4.1,80
,p003424,4.3, 1111
,p007460,3.9,27
,p003571,4.0,904
,p006212,3.8,78
,p009182,3.6,47
,p010557,3.9,71
,p010221,3.9, 1646
,p001913,4.1,124
,p011966,3.6,28
,p006864,3.8,40
,p005840,3.8,70
,p000843,4.1,30
,p000674,4.1,40
,p009497,3.8,166
,p010110,4.2,214
,p005721,3.1,28
,p005541,3.8,532
,p005568,3.7,43
,p003189,3.9,73
,p000815,3.8,206
,p010126,4.2,55
,p000198,3.6,66
,p008489,4.0,521
,p010897,4.1,35
,p012291,3.7,72
,p009435,4.1,62
,p002557,3.8,33
,p000146,4.2,457
,p003240,3.5,30
,p011820,3.7,37
,p004681,3.9,224
,p002573,3.8,742
,p006822,4.2,55
,p005273,3.6,115
,p011867,3.8,75
,p005040,3.2,129
,p013717,3.6,401
,p011448,4.0,28
,p006948,3.4,349
,p004788,3.7,111
,p009724,3.5,28
,p008778,3.7,51
,p010802,3.7,169
,p008405,4.1,98
,p011640,3.7,707
,p005051,4.4,176
,p010991,3.8,64
,p005045,3.9, 1254
,p009803,4.1,509
,p001852,3.6,65
,p009207,3.4,42
,p007572,3.8,864
,p012171,4.3,38
,p000785,3.6,189
,p001273,4.0,84
,p010356,3.6,242
,p000238,3.5,47
,p013604,3.5,206
,p010534,4.0, 1169
,p003758,3.8,120
,p001878,3.4,39
,p005795,3.7,28
,p007797,3.5,160
,p004751,3.8,56
,p010011,4.1, 2332
,p004642,3.7,252
,p000765,4.1,45
,p008133,4.0,89
,p010821,3.8,39
,p001174,3.6,740
,p004492,3.8,32
,p006376,3.8,70
,p002168,4.0,27
,p004048,4.1,157
,p003787,3.6,364
,p012725,3.8,99
,p008795,3.9,128
,p010890,3.4,170
,p010278,3.3,43
,p002642,4.4,490
,p008046,3.7,72
,p005074,4.2, 1817
,p004623,3.7,123
,p004744,3.6,69
,p010706,3.6,129
,p008242,3.5,75
,p010100,4.1,305
,p008377,4.2,72
,p007275,3.4,243
,p008113,4.2,902
,p013247,3.7,49
,p012754,3.8,440
,p006422,4.0,246
,p012465,3.9,76
,p010458,3.8, 2601
,p011440,3.7,81
,p011031,3.4,86
,p004434,4.0,160
,p010737,3.8,26
,p008532,4.5,111
,p013644,3.7,54
,p008294,3.7,126
,p011338,3.6,106
,p000802,4.2, 1228
,p002714,3.8,74
,p008875,3.2,396
,p004640,4.1,59
,p005589,3.8,28
,p013444,3.8,31
,p009324,4.3,148
,p008048,4.0,94
,p013562,3.8,370
,p006906,3.8,175
,p003825,3.3,119
,p003134,4.1,36
,p007976,4.2,46
,p007582,4.0,31
,p002995,4.0,452
,p005322,3.9,51
,p005208,4.3,113
,p011799,3.9,119
,p003061,3.7,475
,p008894,3.8, 1711
,p012863,4.3,34
,p009638,4.3,340
,p005845,3.5,227
,p002901,4.0,34
,p010189,3.9, 6569
,p012693,3.6,59
,p008054,4.2,172
,p013024,4.3,45
,p001378,3.7,377
,p000653,4.0,44
,p010926,4.0, 1041
,p004164,3.5,235
,p010331,4.4, 1497
,p000207,3.7,398
,p005844,3.7,68
,p011896,4.1,409
,p013118,3.7,227
,p010474,3.8,70
,p000523,3.6,31
,p012436,4.1,144
,p007166,4.2,186
,p006649,3.7,37
,p010451,4.2,80
,p004665,4.0,267
,p008843,3.9,77
,p005445,3.8,53
,p010345,4.1,172
,p013438,4.0,73
,p013755,3.8,36
,p010616,4.6, 1314
,p003326,3.5,48
,p003527,4.0,168
,p005372,3.7,36
,p002681,3.7, 2696
,p001620,4.1,574
,p011409,4.2,99
,p012208,3.7,33
,p007859,3.8,31
,p010343,4.0,140
,p007196,3.7,41
,p006427,3.6,27
,p009223,4.0,60
,p004223,4.1,216
,p002251,3.9,106
,p010374,4.1,52
,p003637,3.8,106
,p003355,3.4,70
,p006384,3.8,220
,p003407,4.0,31
,p013572,3.8,223
,p007349,3.7,43
,p012101,4.0,126
,p008308,4.4, 1066
,p004831,4.3,59
,p004033,3.4,141
,p008437,3.8, 1219
,p001440,3.6,82
,p006622,3.9,160
,p005732,4.0,509
,p002609,3.8,320
,p002871,4.1,64
,p007223,3.8, 1204
,p006723,3.6,137
,p003012,3.9,25
,p009801,4.1,176
,p002600,3.8, 2771
,p001859,3.6,410
,p007369,3.7,29
,p012595,4.0,111
,p001763,3.6,83
,p012328,4.3,469
,p009797,3.9,201
,p000890,4.1,78
,p011616,3.7,40
,p007981,3.4,102
,p008759,3.5,109
,p004827,3.8,288
,p009341,3.6,55
,p008809,3.8,110
,p000094,3.4,58
,p009604,3.8,883
,p008559,3.7,655
,p003283,4.1,700
,p010271,3.9,44
,p002739,3.6,35
,p000670,3.8,26
,p009253,3.7,150
,p000202,4.3,163
,p003662,4.4,120
,p009669,3.6,384
,p003114,4.0,345
,p008286,3.8,36
,p010567,4.1,242
,p012220,3.5,78
,p011286,3.9,261
,p013509,3.9,146
,p006081,4.0,63
,p010190,4.2,38
,p009096,3.7,29
,p009274,3.6,68
,p012278,3.5,220
,p006954,3.6, 1737
,p012254,4.2, 1413
,p011930,4.0,273
,p002816,4.0,48
,p001723,4.4,31
,p000554,3.9,190
,p012688,4.1,48
,p003477,3.7,171
,p000865,3.5,189
,p001386,4.0,324
,p005333,3.9,539
,p000553,3.8, 1065
,p012788,4.1,520
,p004047,4.0,209
,p000986,3.5,83
,p011207,3.9,367
,p000905,4.1,35
,p002732,4.2,117
,p008151,3.6, 1307
,p001710,4.0,857
,p000246,4.0,169
,p008955,3.9,255
,p003808,4.1,63
,p008551,3.9,745
,p001307,3.8,155
,p000390,4.2,29
,p009333,3.7,160
,p005314,3.1,376
,p012487,3.7,143
,p002472,3.5,124
,p005438,4.4,54
,p008711,4.4,96
,p010375,4.6,55
,p009951,3.9,28
,p001630,4.0,568
,p013559,3.6, 1609
,p008831,3.7,43
,p013102,3.3,63
,p010120,3.6, 4627
,p004288,4.1,105
,p002371,4.1,105
,p005318,3.0,36
,p003319,3.0,506
,p005479,3.8,38
,p002517,4.2,453
,p003752,4.1,38
,p002322,3.6,25
,p010060,3.5, 1259
,p009465,3.7,74
,p003271,4.3,104
,p012956,3.3,133
,p003053,3.9,64
,p002411,4.1,34
,p008204,3.8,183
,p013177,4.4,56
,p008543,3.6,289
,p005507,3.9,167
,p000985,3.9,508
,p004920,3.5,45
,p013459,3.8,118
,p011415,3.8,111
,p002049,3.8,144
,p011337,3.7,116
,p005728,3.3,793
,p009977,3.6,128
,p001259,3.6,60
,p007763,3.9,38
,p006776,3.9,41
,p010135,4.2,566
,p000091,3.6,453
,p013496,3.6,47
,p004185,3.6,200
,p009842,4.0,27
,p006524,3.6, 1448
,p009784,4.1,37
,p003411,3.9,387
,p006976,3.5,26
,p002957,4.1,805
,p002628,3.7,115
,p010551,3.8,201
,p005719,3.9,295
,p008150,3.7, 3752
,p005464,4.2,597
,p005752,3.8,34
,p008549,3.7,167
,p004396,4.1,169
,p003689,3.6,28
,p012975,3.7,86
,p005515,3.8, 1988
,p009515,3.8,772
,p013148,4.0,152
,p012924,3.8,52
,p011929,3.9,931
,p003701,3.7,903
,p007443,3.9,223
,p007851,4.0,42
,p013157,3.8,150
,p013526,4.4,218
,p005521,3.7,28
,p001938,3.9,170
,p008371,4.1,456
,p007696,4.0, 1798
,p009950,3.7,153
,p009924,3.8,28
,p007890,3.7,423
,p011043,4.2,183
,p007973,4.3,33
,p007067,3.5,46
,p003484,3.5,48
,p012329,3.8,310
,p002369,4.2,429
,p006585,4.2,38
,p005726,3.7,229
,p002084,2.5,55
,p004699,4.0,115
,p006674,4.0,199
,p007566,4.0,57
,p009280,3.9,137
,p004660,2.8,70
,p009532,4.0,156
,p010473,3.9,36
,p012224,3.6,701
,p012494,4.0,172
,p010681,3.7,129
,p002073,4.1,341
,p013357,3.5,255
,p000144,4.1,42
,p009085,4.4,38
,p004016,3.5,455
,p001847,3.3,26
,p003984,3.8,121
,p006370,4.5,103
,p010881,3.8,272
,p000166,4.1,200
,p010536,3.9,70
,p010376,3.7,50
,p011442,3.8,106
,p001794,4.4,165
,p011001,3.8,77
,p006019,3.5,89
,p006694,4.1,169
,p007026,4.1,115
,p011531,3.8,68
,p011720,3.6,72
,p002350,3.6,25
,p006249,3.9,25
,p005054,3.7,271
,p009591,3.6,29
,p012456,3.7,331
,p011719,4.2,108
,p004306,4.0,54
,p003873,4.3,234
,p013532,3.9,187
,p004743,3.9,43
,p000162,4.2, 1116
,p007260,4.7,824
,p011225,4.1,540
,p007199,3.6,236
,p006623,4.0,110
,p013254,4.1,161
,p002755,4.0,134
,p004369,3.9,95
,p010699,3.7,74
,p002190,4.0,894
,p010637,4.0,151
,p003076,3.9,298
,p007602,4.2,441
,p013568,4.0,61
,p002808,4.0,38
,p009744,3.8,47
,p010742,4.1,253
,p003738,4.5,646
,p012110,3.0,55
,p012400,3.6,151
,p013246,4.2,62
,p013055,3.9,29
,p001404,3.8,243
,p006480,4.3,83
,p010729,3.8,363
,p013407,3.7,86
,p001360,3.8,168
,p002720,3.6, 1461
,p013522,3.4,32
,p013704,3.9, 1220
,p000726,3.3,387
,p007214,4.1,43
,p012120,3.6,356
,p011159,3.8,81
,p000733,3.8,754
,p012613,3.8,33
,p000128,4.0,95
,p005611,3.9,107
,p012678,3.9,151
,p012974,3.8,85
,p001480,4.2,86
,p001982,3.7,266
,p009790,4.1,159
,p006017,3.4, 1491
,p002539,4.0,570
,p011345,4.1,830
,p010165,3.8,161
,p002687,3.3,246
,p000600,3.8,65
,p000437,4.0,190
,p011928,3.7,307
,p003357,3.9,241
,p004469,4.1,46
,p002393,3.5,30
,p003044,3.9,320
,p004118,4.0,48
,p011237,4.0,47
,p001669,3.8,29
,p009855,4.2,295
,p000531,4.4,591
,p009352,4.1,578
,p003498,4.0,41
,p001456,4.3,41
,p007057,4.0,94
,p001833,3.6,90
,p003285,4.2,118
,p009605,4.1,234
,p008534,4.1,79
,p003282,3.9,190
,p001458,4.0,490
,p001449,4.1,974
,p003381,4.1,80
,p004585,3.6,50
,p011360,4.2,244
,p008640,3.5,30
,p007858,4.1,297
,p006811,3.9,601
,p010940,3.8,70
,p004414,4.1,144
,p010312,3.8, 1673
,p002952,4.1,45
,p012764,3.7,33
,p002759,3.9,213
,p009723,3.8,258
,p006417,4.2,121
,p012785,3.4,538
,p005842,3.7,69
,p011035,3.9,903
,p003443,4.2, 1264
,p010623,4.3,145
,p012574,4.2, 1000
,p006137,3.8,586
,p004997,4.3,193
,p012978,3.9,104
,p004533,3.5,888
,p007774,3.8,56
,p010340,3.7,946
,p012521,4.1,407
,p013381,3.8,53
,p005246,3.7,156
,p001767,4.3,80
,p009840,4.2,133
,p005037,2.8,40
,p010762,4.0,43
,p003926,3.8,51
,p012909,3.8,84
,p006061,3.8,182
,p008766,3.7,125
,p000715,3.8,419
,p010584,3.8,33
,p012733,4.4,38
,p000347,3.7,795
,p000059,3.8,130
,p002857,3.9,26
,p011546,4.1,31
,p007583,4.1,422
,p013212,3.8,288
,p001525,3.7,133
,p006173,4.2,37
,p007167,3.7,35
,p003875,4.0,242
,p012320,3.3,41
,p001889,3.9,338
,p007519,3.4,37
,p001604,4.0,338
,p001589,3.6,827
,p005680,3.3,102
,p003014,3.5,34
,p012813,4.1,87
,p007959,3.4,120
,p003663,3.9,473
,p003610,4.2,65
,p002877,3.7,419
,p006618,3.6,193
,p000054,3.8,95
,p002375,3.7,881
,p006560,3.9, 1569
,p008280,3.9,44
,p010743,4.6,103
,p010368,3.7,27
,p001073,3.7,314
,p011724,4.2,166
,p012648,3.8,312
,p006830,3.8,122
,p001670,4.2,71
,p005310,4.2, 3734
,p006247,4.0, 6780
,p002688,3.4,138
,p012852,3.8, 9425
,p006411,3.4,36
,p009694,4.0,139
,p010715,3.7,762
,p012679,4.3,71
,p006566,3.3,98
,p003750,4.1,683
,p013725,4.2,142
,p012551,3.5,61
,p002338,4.1,56
,p005212,3.8,357
,p002744,3.7,355
,p001823,4.0,170
,p013174,3.5,117
,p003983,3.9,56
,p003395,4.1,33
,p001663,4.1,679
,p003102,4.0,249
,p013128,3.8,172
,p001643,4.1,28
,p003266,3.7,614
,p012078,4.3,229
,p010848,3.8,80
,p007521,3.9,653
,p011627,4.3,77
,p012534,4.6,225
,p010939,4.0, 1010
,p005579,3.5,499
,p013617,3.4,95
,p003211,3.7,146
,p002434,3.7,405
,p011870,3.7,140
,p000621,4.3,300
,p000137,4.1,77
,p002033,4.3,169
,p010025,3.3,89
,p010485,3.3,137
,p003154,4.2,109
,p012017,4.5,267
,p009721,3.9,43
,p011105,3.8,127
,p012814,3.5,302
,p005773,3.9,29
,p011306,3.8,34
,p005108,3.5,129
,p009247,3.9, 4143
,p005143,3.8,217
,p004072,3.5,242
,p012302,3.6,35
,p009131,3.7,66
,p006488,3.9,157
,p004382,3.4,26
,p005444,4.3,51
,p005351,3.7,198
,p005696,3.9,34
,p011515,3.8,901
,p009994,4.3,92
,p004470,3.9,29
,p009893,3.4,424
,p009811,3.8,210
,p008057,4.2,181
,p008689,4.5,79
,p003405,3.5,51
,p005148,4.3,93
,p010197,3.5,271
,p001694,3.6,28
,p011978,3.8,218
,p008848,3.3,143
,p001390,4.2,966
,p006203,3.3,73
,p005807,3.4,91
,p009880,3.8,149
,p010523,3.8,126
,p005082,3.8,77
,p007486,4.2,168
,p006132,4.4, 1315
,p011844,4.0,142
,p010868,3.9,67
,p013206,3.5,240
,p012255,4.0,82
,p008578,3.7,186
,p007813,3.4,49
,p012626,4.1,35
,p002533,3.5,155
,p013591,4.3,359
,p007010,3.7,472
,p007452,3.7,164
,p009960,3.7,32
,p004906,3.7,243
,p009115,3.8, 1097
,p005090,3.8, 1204
,p008452,3.7,371
,p001843,3.8, 3900
,p006259,3.8,76
,p003077,4.1,866
,p008306,3.0,68
,p009506,3.9,59
,p012865,3.8,369
,p009848,4.0,172
,p006970,4.3,898
,p001988,3.8,585
,p011096,3.4,48
,p008668,3.3,57
,p011615,3.6,81
,p002183,4.0,43
,p012466,3.8,603
,p012023,3.7,479
,p010186,3.6,864
,p002657,3.9,312
,p005146,4.3,290
,p011253,3.8,238
,p006701,3.8,31
,p012945,4.4,586
,p000423,3.7,76
,p002038,4.1, 1528
,p011418,3.8,25
,p003516,4.1,42
,p010999,3.9,126
,p012335,4.4, 1662
,p000345,4.1,171
,p011344,3.5,535
,p012557,4.0,781
,p003634,4.0,820
,p013199,4.0,995
,p006130,3.8,30
,p002753,3.9,46
,p002280,3.4,30
,p002425,3.3,40
,p002731,4.2,147
,p008787,4.5,368
,p012427,4.0,741
,p004821,3.6,29
,p012288,3.8,316
,p008934,3.8,98
,p003702,3.8,241
,p007637,3.5,60
,p006516,3.7,92
,p008645,4.0,164
,p003437,3.6,211
,p005884,3.6,56
,p009459,3.5,238
,p013245,3.7,551
,p002407,3.2,242
,p013833,4.2,76
,p012499,3.4,148
,p009348,4.1,444
,p010550,3.6,221
,p004959,3.7,178
,p006037,3.3,47
,p005759,3.6,130
,p004254,4.1,88
,p007781,3.7,25
,p000252,3.9,192
,p000524,3.8,28
,p000078,3.6,70
,p009658,3.8,50
,p010709,3.9,189
,p006092,3.8,55
,p011016,3.7,201
,p011080,4.0,133
,p002574,4.3,786
,p004834,3.7,728
,p011567,4.3,725
,p001099,4.0,71
,p011939,3.5,112
,p000417,3.7,95
,p009613,3.4,35
,p010886,4.1,246
,p003721,3.8,39
,p005127,3.9, 1772
,p004108,3.9,56
,p011669,4.2,301
,p008916,3.6,82
,p008516,3.5,505
,p009084,4.0,386
,p011186,4.5,218
,p011711,3.6,27
,p002132,3.8,52
,p006420,3.5,131
,p011545,4.2,102
,p010427,4.5,202
,p010390,4.0,257
,p006003,4.0,46
,p003337,4.0,252
,p004662,3.5,40
,p010525,4.3, 2105
,p008713,3.7, 1610
,p011656,4.2,146
,p011754,3.4,153
,p006238,3.8,531
,p012622,3.8,365
,p012337,3.3,26
,p003831,4.1,103
,p013225,4.3,64
,p005347,3.9,69
,p009824,3.7,229
,p002208,4.2,43
,p008326,3.6,152
,p005238,3.5,59
,p006258,4.3,114
,p000983,3.7,45
,p007491,3.7,778
,p009869,4.0,45
,p012938,3.7,39
,p004557,4.0,59
,p005524,3.4,258
,p003052,4.7,73
,p008017,3.7,72
,p005535,4.2,507
,p001869,3.8,68
,p009906,3.6,41
,p008304,3.9,268
,p013232,3.6,101
,p004841,3.6,43
,p010556,3.7,963
,p011486,3.7,38
,p013436,4.1,339
,p010977,4.7,25
,p004804,3.5,91
,p007115,3.5,102
,p005309,4.3, 5288
,p007845,4.0,347
,p003046,3.5,359
,p012542,4.6,33
,p005362,3.6,88
,p008330,4.2,29
,p000404,4.0,386
,p004339,3.7,384
,p003711,3.1,32
,p006148,4.2,359
,p001787,4.4,680
,p007032,3.5,324
,p005255,3.5,30
,p005790,3.7,120
,p007498,4.2,43
,p006129,4.1,77
,p004303,3.7,719
,p010072,4.3, 2101
,p006486,3.9,64
,p002839,4.0,106
,p003857,3.3,30
,p008604,3.8,87
,p003340,4.2,399
,p011431,3.5, 2585
,p007644,3.7,166
,p007785,3.7,26
,p009474,3.8, 2626
,p000174,3.8,71
